filmid	moziid	datum	nezoszam	bevetel
16	20	1999.10.27	117	27378
8	21	1999.10.27	124	27532
1	22	1999.10.27	150	53950
13	23	1999.10.27	147	45276
20	24	1999.10.27	99	25056
24	25	1999.10.27	112	45580
21	26	1999.10.27	86	43870
15	27	1999.10.27	65	16315
1	28	1999.10.27	255	111025
28	29	1999.10.27	81	21993
16	30	1999.10.27	100	43000
28	31	1999.10.27	131	52900
12	32	1999.10.27	63	16713
39	33	1999.10.27	64	32132
1	34	1999.10.27	134	62468
23	35	1999.10.27	276	87864
37	36	1999.10.27	97	48603
17	37	1999.10.27	193	82632
15	1	1999.10.28	140	57720
32	2	1999.10.28	55	28745
18	3	1999.10.28	133	38307
14	4	1999.10.28	133	30095
28	5	1999.10.28	162	77226
42	6	1999.10.28	73	17263
38	7	1999.10.28	178	74880
36	8	1999.10.28	120	42960
4	9	1999.10.28	164	74692
27	10	1999.10.28	140	65920
36	11	1999.10.28	186	65928
32	12	1999.10.28	220	78720
38	13	1999.10.28	99	34767
24	14	1999.10.28	115	29575
2	15	1999.10.28	230	54260
32	16	1999.10.28	120	31440
44	17	1999.10.28	94	33108
35	18	1999.10.28	91	43533
38	19	1999.10.28	108	51468
18	20	1999.10.28	191	77918
8	21	1999.10.28	128	51888
22	22	1999.10.28	247	75200
5	23	1999.10.28	31	16783
22	24	1999.10.28	39	17253
24	25	1999.10.28	89	23351
11	26	1999.10.28	94	34236
41	27	1999.10.28	113	23552
37	28	1999.10.28	252	82900
13	29	1999.10.28	59	12718
43	30	1999.10.28	30	14500
20	31	1999.10.28	71	18389
32	32	1999.10.28	88	35268
14	33	1999.10.28	55	19235
8	34	1999.10.28	91	25433
38	35	1999.10.28	159	58281
28	36	1999.10.28	82	21646
22	37	1999.10.28	172	63032
24	1	1999.10.29	169	34269
9	2	1999.10.29	210	63230
27	3	1999.10.29	139	32175
23	4	1999.10.29	96	43532
15	5	1999.10.29	99	21896
2	6	1999.10.29	91	33278
7	7	1999.10.29	70	27720
5	8	1999.10.29	158	40216
10	9	1999.10.29	43	17356
10	10	1999.10.29	131	41079
33	11	1999.10.29	198	99004
30	12	1999.10.29	186	52764
19	13	1999.10.29	46	10230
20	14	1999.10.29	163	57761
43	15	1999.10.29	122	31400
41	16	1999.10.29	85	21745
5	17	1999.10.29	114	44506
28	18	1999.10.29	66	16008
3	19	1999.10.29	75	18425
27	20	1999.10.29	42	11138
31	21	1999.10.29	223	59826
10	22	1999.10.29	257	93791
14	23	1999.10.29	69	14283
20	24	1999.10.29	82	38802
24	25	1999.10.29	209	60320
24	26	1999.10.29	52	16156
42	27	1999.10.29	61	24714
4	28	1999.10.29	240	98060
29	29	1999.10.29	127	46628
41	30	1999.10.29	80	27240
40	31	1999.10.29	37	17224
17	32	1999.10.29	132	52220
21	33	1999.10.29	110	30470
28	34	1999.10.29	137	58388
26	35	1999.10.29	288	135872
29	36	1999.10.29	128	37080
33	37	1999.10.29	54	20812
38	1	1999.10.30	160	66880
3	2	1999.10.30	212	58104
37	3	1999.10.30	296	139040
7	4	1999.10.30	73	20721
13	5	1999.10.30	138	67464
40	6	1999.10.30	51	13097
2	7	1999.10.30	131	28796
23	8	1999.10.30	76	23332
44	9	1999.10.30	91	39248
17	10	1999.10.30	41	19609
7	11	1999.10.30	114	58486
1	12	1999.10.30	260	70860
15	13	1999.10.30	50	23500
44	14	1999.10.30	54	17962
37	15	1999.10.30	144	34296
22	16	1999.10.30	103	27904
40	17	1999.10.30	96	34896
39	18	1999.10.30	49	22868
12	19	1999.10.30	52	26064
21	20	1999.10.30	149	54736
5	21	1999.10.30	186	49732
44	22	1999.10.30	54	18428
21	23	1999.10.30	34	14136
41	24	1999.10.30	57	27419
5	25	1999.10.30	46	14424
21	26	1999.10.30	145	56355
27	27	1999.10.30	131	64256
21	28	1999.10.30	63	22680
30	29	1999.10.30	91	27872
22	30	1999.10.30	75	29400
35	31	1999.10.30	119	51646
42	32	1999.10.30	81	35120
44	33	1999.10.30	80	26020
43	34	1999.10.30	51	20802
27	35	1999.10.30	90	30200
7	36	1999.10.30	127	57488
34	37	1999.10.30	172	55424
28	1	1999.10.31	220	77400
36	2	1999.10.31	72	28104
38	3	1999.10.31	154	63916
43	4	1999.10.31	45	9640
18	5	1999.10.31	202	63616
5	6	1999.10.31	48	17424
13	7	1999.10.31	43	22356
8	8	1999.10.31	100	27100
10	9	1999.10.31	122	24600
30	10	1999.10.31	64	30316
19	11	1999.10.31	81	26501
31	12	1999.10.31	158	55284
15	13	1999.10.31	106	41656
3	14	1999.10.31	121	52862
13	15	1999.10.31	69	19157
13	16	1999.10.31	99	29701
19	17	1999.10.31	45	16825
37	18	1999.10.31	111	38197
42	19	1999.10.31	98	48632
6	20	1999.10.31	180	89620
33	21	1999.10.31	156	59776
1	22	1999.10.31	182	50294
5	23	1999.10.31	81	30312
44	24	1999.10.31	52	20796
15	25	1999.10.31	124	47976
2	26	1999.10.31	58	13790
40	27	1999.10.31	40	17160
1	28	1999.10.31	153	75158
7	29	1999.10.31	36	8104
37	30	1999.10.31	28	10860
36	31	1999.10.31	135	53420
1	32	1999.10.31	73	25017
32	33	1999.10.31	33	16156
19	34	1999.10.31	81	41490
5	35	1999.10.31	261	121704
1	36	1999.10.31	133	47385
28	37	1999.10.31	81	37217
41	1	1999.11.01	252	63544
35	2	1999.11.01	122	49624
12	3	1999.11.01	142	65778
19	4	1999.11.01	52	22284
38	5	1999.11.01	85	27415
41	6	1999.11.01	64	19156
7	7	1999.11.01	75	34100
19	8	1999.11.01	130	60580
21	9	1999.11.01	126	39382
30	10	1999.11.01	174	58890
1	11	1999.11.01	144	43568
19	12	1999.11.01	204	46180
29	13	1999.11.01	127	49422
38	14	1999.11.01	126	39990
35	15	1999.11.01	182	52052
30	16	1999.11.01	101	27168
19	17	1999.11.01	133	62147
9	18	1999.11.01	131	41465
8	19	1999.11.01	49	26253
4	20	1999.11.01	132	40344
28	21	1999.11.01	186	55756
44	22	1999.11.01	143	38023
9	23	1999.11.01	43	11952
19	24	1999.11.01	106	30622
30	25	1999.11.01	92	40848
4	26	1999.11.01	147	66550
37	27	1999.11.01	65	18850
34	28	1999.11.01	192	76816
20	29	1999.11.01	46	16350
36	30	1999.11.01	45	18620
13	31	1999.11.01	43	15289
28	32	1999.11.01	44	14676
14	33	1999.11.01	32	12756
2	34	1999.11.01	46	18156
2	35	1999.11.01	87	30058
11	36	1999.11.01	38	15044
21	37	1999.11.01	178	37534
35	1	1999.11.02	288	98468
10	2	1999.11.02	122	33952
37	3	1999.11.02	209	47807
17	4	1999.11.02	66	33348
20	5	1999.11.02	59	28291
8	6	1999.11.02	152	42488
11	7	1999.11.02	135	68195
4	8	1999.11.02	122	39252
30	9	1999.11.02	92	30440
9	10	1999.11.02	162	66420
11	11	1999.11.02	93	32020
12	12	1999.11.02	207	55676
25	13	1999.11.02	68	17792
25	14	1999.11.02	115	52540
10	15	1999.11.02	122	52416
39	16	1999.11.02	58	26276
20	17	1999.11.02	31	10640
15	18	1999.11.02	87	38353
26	19	1999.11.02	56	12632
24	20	1999.11.02	170	50790
18	21	1999.11.02	161	66549
16	22	1999.11.02	109	48697
29	23	1999.11.02	133	61150
34	24	1999.11.02	45	15960
22	25	1999.11.02	195	68685
18	26	1999.11.02	150	59250
20	27	1999.11.02	71	36051
34	28	1999.11.02	195	52865
35	29	1999.11.02	50	13650
42	30	1999.11.02	97	37548
13	31	1999.11.02	103	44684
18	32	1999.11.02	88	34508
24	33	1999.11.02	103	41906
18	34	1999.11.02	105	43005
33	35	1999.11.02	288	84008
32	36	1999.11.02	69	14783
33	37	1999.11.02	201	90750
37	1	1999.11.03	316	114544
13	2	1999.11.03	190	50680
10	3	1999.11.03	266	76180
18	4	1999.11.03	129	38078
35	5	1999.11.03	206	52918
19	6	1999.11.03	97	45893
17	7	1999.11.03	90	22800
36	8	1999.11.03	46	17720
16	9	1999.11.03	169	48596
3	10	1999.11.03	113	48808
22	11	1999.11.03	120	51920
21	12	1999.11.03	99	47126
38	13	1999.11.03	93	41648
21	14	1999.11.03	56	13268
11	15	1999.11.03	182	90372
12	16	1999.11.03	54	24646
24	17	1999.11.03	142	62512
40	18	1999.11.03	117	57111
17	19	1999.11.03	110	39260
43	20	1999.11.03	176	54832
10	21	1999.11.03	52	21848
16	22	1999.11.03	83	39759
1	23	1999.11.03	63	21686
43	24	1999.11.03	174	84968
38	25	1999.11.03	163	80040
35	26	1999.11.03	37	15316
12	27	1999.11.03	50	18100
39	28	1999.11.03	96	23532
20	29	1999.11.03	28	13328
33	30	1999.11.03	74	34430
41	31	1999.11.03	67	30844
29	32	1999.11.03	197	53008
15	33	1999.11.03	103	22400
13	34	1999.11.03	89	41906
11	35	1999.11.03	171	81854
5	36	1999.11.03	75	35050
18	37	1999.11.03	105	51655
6	1	1999.11.04	278	132794
31	2	1999.11.04	132	46408
23	3	1999.11.04	151	32251
1	4	1999.11.04	37	16998
29	5	1999.11.04	90	41400
36	6	1999.11.04	40	20160
20	7	1999.11.04	86	31130
25	8	1999.11.04	40	9820
40	9	1999.11.04	71	26963
41	10	1999.11.04	72	23140
37	11	1999.11.04	108	41840
21	12	1999.11.04	139	44729
44	13	1999.11.04	72	24000
3	14	1999.11.04	147	64704
3	15	1999.11.04	60	27040
16	16	1999.11.04	40	17520
18	17	1999.11.04	66	22122
41	18	1999.11.04	29	15604
42	19	1999.11.04	173	67332
26	20	1999.11.04	199	57811
34	21	1999.11.04	156	67444
24	22	1999.11.04	213	91551
32	23	1999.11.04	120	25640
43	24	1999.11.04	167	80591
1	25	1999.11.04	121	60853
44	26	1999.11.04	85	28120
38	27	1999.11.04	28	14112
23	28	1999.11.04	243	96427
15	29	1999.11.04	117	50106
12	30	1999.11.04	50	15600
10	31	1999.11.04	53	20628
19	32	1999.11.04	69	32661
22	33	1999.11.04	36	11748
28	34	1999.11.04	83	29337
44	35	1999.11.04	201	70643
2	36	1999.11.04	46	23466
22	37	1999.11.04	136	57584
40	1	1999.11.05	92	37760
36	2	1999.11.05	80	30000
39	3	1999.11.05	266	65640
19	4	1999.11.05	39	17497
6	5	1999.11.05	88	28116
26	6	1999.11.05	150	40450
21	7	1999.11.05	99	27738
21	8	1999.11.05	120	44160
29	9	1999.11.05	94	35916
29	10	1999.11.05	91	42750
6	11	1999.11.05	282	128500
16	12	1999.11.05	111	27907
20	13	1999.11.05	144	46060
30	14	1999.11.05	75	23350
36	15	1999.11.05	72	30176
39	16	1999.11.05	167	69138
1	17	1999.11.05	132	47896
36	18	1999.11.05	108	22856
23	19	1999.11.05	152	52332
7	20	1999.11.05	119	59862
20	21	1999.11.05	188	95524
21	22	1999.11.05	52	16116
34	23	1999.11.05	103	27283
29	24	1999.11.05	91	35407
14	25	1999.11.05	163	67541
8	26	1999.11.05	130	55190
40	27	1999.11.05	98	33028
17	28	1999.11.05	147	35527
13	29	1999.11.05	52	27288
13	30	1999.11.05	34	15298
33	31	1999.11.05	44	9320
34	32	1999.11.05	44	12560
36	33	1999.11.05	27	14536
38	34	1999.11.05	158	67566
4	35	1999.11.05	105	53190
18	36	1999.11.05	133	47519
27	37	1999.11.05	165	50920
34	1	1999.11.06	268	58584
42	2	1999.11.06	152	55060
27	3	1999.11.06	299	83324
11	4	1999.11.06	112	49668
25	5	1999.11.06	63	18266
10	6	1999.11.06	99	46334
14	7	1999.11.06	160	52060
17	8	1999.11.06	74	15618
11	9	1999.11.06	120	50580
13	10	1999.11.06	142	33002
7	11	1999.11.06	231	80633
44	12	1999.11.06	71	26337
4	13	1999.11.06	167	75514
28	14	1999.11.06	86	22516
17	15	1999.11.06	170	59060
23	16	1999.11.06	107	24584
28	17	1999.11.06	124	27516
8	18	1999.11.06	84	37648
35	19	1999.11.06	164	80776
1	20	1999.11.06	117	24770
10	21	1999.11.06	193	82574
32	22	1999.11.06	96	36220
20	23	1999.11.06	112	24068
35	24	1999.11.06	133	57492
34	25	1999.11.06	126	59612
42	26	1999.11.06	125	56050
15	27	1999.11.06	65	16850
18	28	1999.11.06	255	67855
3	29	1999.11.06	93	41857
1	30	1999.11.06	97	44653
28	31	1999.11.06	109	46099
2	32	1999.11.06	207	73550
41	33	1999.11.06	67	19796
14	34	1999.11.06	57	15537
2	35	1999.11.06	258	122076
40	36	1999.11.06	114	45446
21	37	1999.11.06	136	43132
8	1	1999.11.07	281	67716
44	2	1999.11.07	107	45926
41	3	1999.11.07	127	35128
23	4	1999.11.07	87	18535
42	5	1999.11.07	112	52224
34	6	1999.11.07	84	22596
20	7	1999.11.07	99	26638
11	8	1999.11.07	44	10556
10	9	1999.11.07	50	19750
8	10	1999.11.07	55	13850
23	11	1999.11.07	114	56860
40	12	1999.11.07	266	67032
6	13	1999.11.07	82	21718
3	14	1999.11.07	186	40934
33	15	1999.11.07	228	93124
11	16	1999.11.07	154	67066
10	17	1999.11.07	67	29946
28	18	1999.11.07	82	30840
19	19	1999.11.07	108	23196
15	20	1999.11.07	163	52982
20	21	1999.11.07	66	23012
4	22	1999.11.07	231	114021
40	23	1999.11.07	64	21248
20	24	1999.11.07	52	13848
5	25	1999.11.07	165	38610
10	26	1999.11.07	145	71180
38	27	1999.11.07	64	25740
16	28	1999.11.07	132	58644
32	29	1999.11.07	70	16510
1	30	1999.11.07	105	48950
39	31	1999.11.07	46	14544
30	32	1999.11.07	142	50516
15	33	1999.11.07	60	21040
20	34	1999.11.07	113	36108
20	35	1999.11.07	150	64350
27	36	1999.11.07	151	68746
8	37	1999.11.07	77	37822
1	1	1999.11.08	288	75268
6	2	1999.11.08	87	28605
18	3	1999.11.08	230	84930
11	4	1999.11.08	61	13649
34	5	1999.11.08	61	22672
17	6	1999.11.08	43	11876
11	7	1999.11.08	39	18899
19	8	1999.11.08	196	65564
22	9	1999.11.08	152	71424
34	10	1999.11.08	75	36200
26	11	1999.11.08	69	21414
18	12	1999.11.08	229	64662
25	13	1999.11.08	147	45088
8	14	1999.11.08	165	54830
33	15	1999.11.08	211	83046
36	16	1999.11.08	74	34244
40	17	1999.11.08	102	25086
6	18	1999.11.08	85	25495
4	19	1999.11.08	168	40744
20	20	1999.11.08	199	47868
43	21	1999.11.08	119	31288
42	22	1999.11.08	122	47658
24	23	1999.11.08	138	57960
28	24	1999.11.08	39	13446
3	25	1999.11.08	218	54892
15	26	1999.11.08	144	55008
43	27	1999.11.08	96	21948
3	28	1999.11.08	159	50036
7	29	1999.11.08	87	39563
12	30	1999.11.08	96	40344
43	31	1999.11.08	123	25300
10	32	1999.11.08	165	57290
39	33	1999.11.08	115	48785
30	34	1999.11.08	104	24404
5	35	1999.11.08	108	32112
11	36	1999.11.08	151	50832
23	37	1999.11.08	193	78893
39	1	1999.11.09	262	55296
1	2	1999.11.09	215	93665
36	3	1999.11.09	63	27853
40	4	1999.11.09	52	22432
1	5	1999.11.09	178	61842
6	6	1999.11.09	113	44157
8	7	1999.11.09	102	32224
31	8	1999.11.09	46	18204
5	9	1999.11.09	141	56977
26	10	1999.11.09	75	26900
25	11	1999.11.09	132	51520
21	12	1999.11.09	235	65955
43	13	1999.11.09	43	18616
2	14	1999.11.09	105	45910
18	15	1999.11.09	189	93866
29	16	1999.11.09	175	43025
14	17	1999.11.09	52	19320
42	18	1999.11.09	110	46420
25	19	1999.11.09	162	41000
5	20	1999.11.09	107	26387
31	21	1999.11.09	190	86590
4	22	1999.11.09	70	17060
44	23	1999.11.09	144	69840
27	24	1999.11.09	127	41786
43	25	1999.11.09	87	43025
3	26	1999.11.09	134	40698
23	27	1999.11.09	57	16090
10	28	1999.11.09	216	89524
35	29	1999.11.09	128	46464
31	30	1999.11.09	40	12940
8	31	1999.11.09	116	51048
9	32	1999.11.09	207	85377
32	33	1999.11.09	76	22116
1	34	1999.11.09	62	22930
18	35	1999.11.09	183	52674
30	36	1999.11.09	128	48576
13	37	1999.11.09	205	65700
41	1	1999.11.10	310	63110
17	2	1999.11.10	247	71936
6	3	1999.11.10	272	104632
21	4	1999.11.10	49	25408
11	5	1999.11.10	83	34268
32	6	1999.11.10	73	22435
39	7	1999.11.10	129	58892
31	8	1999.11.10	170	86630
23	9	1999.11.10	78	25862
14	10	1999.11.10	108	28468
28	11	1999.11.10	186	87834
32	12	1999.11.10	142	64348
26	13	1999.11.10	84	31744
19	14	1999.11.10	199	64482
2	15	1999.11.10	175	52250
5	16	1999.11.10	136	35092
33	17	1999.11.10	79	22910
36	18	1999.11.10	118	58948
39	19	1999.11.10	98	23356
3	20	1999.11.10	186	37900
10	21	1999.11.10	71	18579
5	22	1999.11.10	163	49048
5	23	1999.11.10	121	52120
15	24	1999.11.10	169	38832
42	25	1999.11.10	211	83334
13	26	1999.11.10	102	47904
14	27	1999.11.10	120	35100
11	28	1999.11.10	75	29300
20	29	1999.11.10	52	21248
44	30	1999.11.10	31	10710
29	31	1999.11.10	60	16780
43	32	1999.11.10	130	39840
21	33	1999.11.10	99	38515
15	34	1999.11.10	62	17650
33	35	1999.11.10	90	44760
13	36	1999.11.10	40	17160
17	37	1999.11.10	75	25825
18	1	1999.11.11	188	63956
15	2	1999.11.11	205	45480
44	3	1999.11.11	293	95132
39	4	1999.11.11	136	52700
6	5	1999.11.11	88	32336
14	6	1999.11.11	84	43116
21	7	1999.11.11	41	10269
30	8	1999.11.11	40	19200
14	9	1999.11.11	94	37596
1	10	1999.11.11	55	17340
36	11	1999.11.11	276	61244
22	12	1999.11.11	223	83641
16	13	1999.11.11	118	56042
24	14	1999.11.11	111	43479
41	15	1999.11.11	184	75184
33	16	1999.11.11	66	27460
13	17	1999.11.11	109	45036
34	18	1999.11.11	58	23888
26	19	1999.11.11	131	34984
27	20	1999.11.11	90	20180
34	21	1999.11.11	62	14388
24	22	1999.11.11	247	60074
6	23	1999.11.11	46	11600
24	24	1999.11.11	66	21880
20	25	1999.11.11	108	31184
8	26	1999.11.11	108	32244
25	27	1999.11.11	126	44014
34	28	1999.11.11	78	26174
4	29	1999.11.11	55	23040
3	30	1999.11.11	96	33664
7	31	1999.11.11	121	43429
39	32	1999.11.11	119	30874
32	33	1999.11.11	109	54710
14	34	1999.11.11	89	34353
41	35	1999.11.11	282	81498
1	36	1999.11.11	96	46232
15	37	1999.11.11	147	54643
12	1	1999.11.12	92	39980
25	2	1999.11.12	142	53204
31	3	1999.11.12	81	36764
32	4	1999.11.12	84	24908
12	5	1999.11.12	171	64741
44	6	1999.11.12	41	15799
39	7	1999.11.12	145	38100
40	8	1999.11.12	66	23408
13	9	1999.11.12	126	30402
11	10	1999.11.12	77	28374
9	11	1999.11.12	216	77980
1	12	1999.11.12	127	56980
14	13	1999.11.12	151	32657
14	14	1999.11.12	52	11740
2	15	1999.11.12	86	20936
17	16	1999.11.12	173	44196
29	17	1999.11.12	97	36502
34	18	1999.11.12	59	18585
7	19	1999.11.12	49	22932
16	20	1999.11.12	144	33532
13	21	1999.11.12	179	57485
1	22	1999.11.12	119	33173
27	23	1999.11.12	61	13483
28	24	1999.11.12	131	65845
27	25	1999.11.12	133	52505
22	26	1999.11.12	130	36570
20	27	1999.11.12	36	16372
10	28	1999.11.12	222	95650
41	29	1999.11.12	59	23076
37	30	1999.11.12	92	41412
5	31	1999.11.12	50	17000
44	32	1999.11.12	42	19184
9	33	1999.11.12	96	22756
6	34	1999.11.12	52	13548
44	35	1999.11.12	69	23801
42	36	1999.11.12	134	42406
10	37	1999.11.12	58	21242
42	1	1999.11.13	105	27970
29	2	1999.11.13	125	54650
8	3	1999.11.13	287	99454
9	4	1999.11.13	54	20994
39	5	1999.11.13	90	20310
14	6	1999.11.13	59	20293
8	7	1999.11.13	156	59748
38	8	1999.11.13	112	26908
8	9	1999.11.13	63	31307
40	10	1999.11.13	61	29477
26	11	1999.11.13	99	44161
24	12	1999.11.13	117	37872
18	13	1999.11.13	72	34112
20	14	1999.11.13	140	45440
5	15	1999.11.13	175	87825
40	16	1999.11.13	117	48538
29	17	1999.11.13	51	27349
43	18	1999.11.13	100	26000
10	19	1999.11.13	101	30296
38	20	1999.11.13	144	62884
40	21	1999.11.13	112	40172
19	22	1999.11.13	124	35788
22	23	1999.11.13	60	21300
43	24	1999.11.13	169	46147
29	25	1999.11.13	55	27375
39	26	1999.11.13	102	46596
31	27	1999.11.13	110	51910
25	28	1999.11.13	126	40156
23	29	1999.11.13	57	20482
42	30	1999.11.13	64	21696
22	31	1999.11.13	131	31699
22	32	1999.11.13	65	21195
36	33	1999.11.13	30	8500
22	34	1999.11.13	46	22448
20	35	1999.11.13	195	86895
42	36	1999.11.13	130	61520
37	37	1999.11.13	60	16240
30	1	1999.11.14	102	33226
40	2	1999.11.14	132	64160
43	3	1999.11.14	206	56284
38	4	1999.11.14	67	33560
42	5	1999.11.14	127	37995
12	6	1999.11.14	126	40056
17	7	1999.11.14	138	55444
7	8	1999.11.14	98	36456
11	9	1999.11.14	42	17592
18	10	1999.11.14	39	17426
39	11	1999.11.14	252	55488
14	12	1999.11.14	189	84338
17	13	1999.11.14	120	45820
4	14	1999.11.14	121	39010
24	15	1999.11.14	64	27968
8	16	1999.11.14	62	24990
38	17	1999.11.14	78	35266
37	18	1999.11.14	82	23686
21	19	1999.11.14	91	32058
31	20	1999.11.14	84	26652
36	21	1999.11.14	62	18366
13	22	1999.11.14	130	28710
2	23	1999.11.14	37	13202
36	24	1999.11.14	147	48299
22	25	1999.11.14	62	19762
3	26	1999.11.14	124	25948
11	27	1999.11.14	58	22514
43	28	1999.11.14	243	108235
38	29	1999.11.14	59	23405
7	30	1999.11.14	54	16354
18	31	1999.11.14	123	50269
9	32	1999.11.14	151	52136
1	33	1999.11.14	62	28694
29	34	1999.11.14	140	47600
23	35	1999.11.14	105	32355
9	36	1999.11.14	127	30891
27	37	1999.11.14	77	18187
12	1	1999.11.15	176	74164
4	2	1999.11.15	52	23068
19	3	1999.11.15	272	110860
7	4	1999.11.15	73	16476
24	5	1999.11.15	77	31391
18	6	1999.11.15	84	23244
11	7	1999.11.15	156	70512
33	8	1999.11.15	138	43808
39	9	1999.11.15	82	18932
10	10	1999.11.15	176	74976
12	11	1999.11.15	174	54488
38	12	1999.11.15	269	65836
39	13	1999.11.15	43	11594
30	14	1999.11.15	189	47539
31	15	1999.11.15	232	69768
36	16	1999.11.15	64	25768
36	17	1999.11.15	141	69790
10	18	1999.11.15	31	8947
2	19	1999.11.15	103	50837
19	20	1999.11.15	113	54327
4	21	1999.11.15	142	52598
9	22	1999.11.15	161	78197
39	23	1999.11.15	112	44528
4	24	1999.11.15	77	23623
42	25	1999.11.15	124	38152
1	26	1999.11.15	153	65754
24	27	1999.11.15	135	42015
24	28	1999.11.15	168	51196
24	29	1999.11.15	76	35000
26	30	1999.11.15	50	24750
28	31	1999.11.15	71	18595
44	32	1999.11.15	151	66789
36	33	1999.11.15	80	29300
10	34	1999.11.15	120	42100
8	35	1999.11.15	69	27606
42	36	1999.11.15	32	10644
38	37	1999.11.15	180	60080
7	1	1999.11.16	73	22962
41	2	1999.11.16	230	77480
15	3	1999.11.16	78	20878
23	4	1999.11.16	129	33392
9	5	1999.11.16	123	36017
21	6	1999.11.16	116	50444
16	7	1999.11.16	41	14220
33	8	1999.11.16	172	63192
19	9	1999.11.16	40	10400
1	10	1999.11.16	104	47720
21	11	1999.11.16	234	63978
17	12	1999.11.16	210	72940
37	13	1999.11.16	149	57328
32	14	1999.11.16	105	50475
10	15	1999.11.16	172	44772
27	16	1999.11.16	191	91343
39	17	1999.11.16	142	42138
13	18	1999.11.16	88	25960
15	19	1999.11.16	103	22609
22	20	1999.11.16	144	37324
31	21	1999.11.16	151	60349
5	22	1999.11.16	135	58920
36	23	1999.11.16	136	35708
34	24	1999.11.16	133	43659
43	25	1999.11.16	110	31650
2	26	1999.11.16	108	43096
35	27	1999.11.16	79	18954
4	28	1999.11.16	147	50163
19	29	1999.11.16	26	7172
26	30	1999.11.16	26	13394
31	31	1999.11.16	130	63340
16	32	1999.11.16	144	69048
28	33	1999.11.16	50	16600
17	34	1999.11.16	60	15840
5	35	1999.11.16	213	77632
6	36	1999.11.16	153	48059
29	37	1999.11.16	58	17504
30	1	1999.11.17	67	15274
40	2	1999.11.17	177	71215
9	3	1999.11.17	293	87163
30	4	1999.11.17	117	27842
11	5	1999.11.17	204	96388
33	6	1999.11.17	91	33350
43	7	1999.11.17	88	28204
42	8	1999.11.17	114	46826
32	9	1999.11.17	94	38540
12	10	1999.11.17	82	41308
27	11	1999.11.17	249	75847
33	12	1999.11.17	192	55084
34	13	1999.11.17	172	57256
30	14	1999.11.17	96	41052
39	15	1999.11.17	60	27060
42	16	1999.11.17	150	72050
10	17	1999.11.17	118	29028
29	18	1999.11.17	50	16200
38	19	1999.11.17	50	14750
39	20	1999.11.17	77	23600
2	21	1999.11.17	66	26220
27	22	1999.11.17	122	60136
19	23	1999.11.17	91	21420
3	24	1999.11.17	81	38436
32	25	1999.11.17	128	38392
22	26	1999.11.17	136	49536
12	27	1999.11.17	113	34683
41	28	1999.11.17	240	87220
23	29	1999.11.17	58	14814
15	30	1999.11.17	37	17816
3	31	1999.11.17	29	12610
19	32	1999.11.17	67	15307
1	33	1999.11.17	68	34212
30	34	1999.11.17	86	31602
1	35	1999.11.17	189	72675
34	36	1999.11.17	100	40300
5	37	1999.11.17	121	50352
22	1	1999.11.18	80	34100
9	2	1999.11.18	162	70722
12	3	1999.11.18	199	59907
42	4	1999.11.18	31	16921
6	5	1999.11.18	180	38180
24	6	1999.11.18	73	18628
19	7	1999.11.18	102	32920
10	8	1999.11.18	88	19300
43	9	1999.11.18	148	65036
13	10	1999.11.18	118	34856
31	11	1999.11.18	282	132776
10	12	1999.11.18	254	55564
38	13	1999.11.18	142	59220
43	14	1999.11.18	77	26664
12	15	1999.11.18	110	25020
40	16	1999.11.18	175	59825
8	17	1999.11.18	114	52056
32	18	1999.11.18	111	26320
2	19	1999.11.18	155	57245
36	20	1999.11.18	144	41156
41	21	1999.11.18	92	44012
3	22	1999.11.18	52	24688
26	23	1999.11.18	115	45860
5	24	1999.11.18	55	17425
25	25	1999.11.18	62	19032
37	26	1999.11.18	148	57152
28	27	1999.11.18	103	25844
23	28	1999.11.18	66	30492
33	29	1999.11.18	91	34179
1	30	1999.11.18	92	31848
1	31	1999.11.18	106	47264
37	32	1999.11.18	96	19988
22	33	1999.11.18	73	25890
21	34	1999.11.18	108	30436
11	35	1999.11.18	87	44004
26	36	1999.11.18	89	30315
4	37	1999.11.18	105	37630
10	1	1999.11.19	233	97328
11	2	1999.11.19	190	68280
31	3	1999.11.19	93	18793
30	4	1999.11.19	114	27634
12	5	1999.11.19	103	32836
43	6	1999.11.19	94	41366
6	7	1999.11.19	136	61264
40	8	1999.11.19	156	77832
44	9	1999.11.19	162	73838
8	10	1999.11.19	165	63700
12	11	1999.11.19	186	93814
8	12	1999.11.19	201	45825
1	13	1999.11.19	95	33885
31	14	1999.11.19	151	69809
28	15	1999.11.19	100	29200
12	16	1999.11.19	156	43044
19	17	1999.11.19	111	49707
37	18	1999.11.19	30	10270
19	19	1999.11.19	140	54860
16	20	1999.11.19	88	24316
43	21	1999.11.19	48	20036
32	22	1999.11.19	72	35292
9	23	1999.11.19	120	41320
9	24	1999.11.19	171	46128
30	25	1999.11.19	75	18000
19	26	1999.11.19	136	41312
34	27	1999.11.19	114	53454
38	28	1999.11.19	261	112103
6	29	1999.11.19	124	46004
43	30	1999.11.19	49	24489
26	31	1999.11.19	127	49006
7	32	1999.11.19	65	20480
37	33	1999.11.19	91	38110
29	34	1999.11.19	100	49700
33	35	1999.11.19	162	36144
15	36	1999.11.19	89	27967
28	37	1999.11.19	126	63066
25	1	1999.11.20	96	29208
28	2	1999.11.20	205	68135
2	3	1999.11.20	254	51500
8	4	1999.11.20	123	51722
